States.UTs,YEAR,JAN,FEB,MAR,APR,MAY,JUN,JUL,AUG,SEP,OCT,NOV,DEC,FirstQuarter,SecondQuarter,ThirdQuarter,FourthQuarter,ANNUAL
Bihar,1929,51.6,1.1,11.4,16.2,33.1,190.2,328.8,326.3,124.7,231.4,0,44.4,64.1,239.5,779.8,275.8,575.8
Bihar,1930,11.6,7.6,13.6,6.6,28.6,144.6,298.2,247.8,290.9,30.4,24,10.4,32.8,179.8,836.9,64.8,661.2
Bihar,1931,1.3,32.4,11.4,1.6,27.5,75.9,441.3,218.8,248.2,76.1,11.2,0.7,45.1,105,908.3,88,774.4
Bihar,1932,0,8.2,0.5,14.8,26.6,152.1,164.3,249.3,191.2,32.4,78.7,8.9,8.7,193.5,604.8,120,543.8
Bihar,1933,28.3,13.1,0.7,62.1,90.3,197,377.3,377.8,167.8,77.6,0.3,0.3,42.1,349.4,922.9,78.2,937.9
Bihar,1934,30.1,13.7,3,9.1,22,165.5,432.6,251.3,231.2,55.2,9.8,2.8,46.8,196.6,915.1,67.8,808.8
Bihar,1935,21,19.6,0.6,0.7,21.9,127.9,193.8,481.7,370.3,2.6,0.1,0.1,41.2,150.5,1045.8,2.8,684.8
Bihar,1936,7.7,6.9,4.6,7.7,84.3,188.9,462.2,261.5,449.2,88.8,0.4,10.3,19.2,280.9,1172.9,99.5,542.2
Bihar,1937,0,66.3,0.8,10.7,80,113.6,217.9,441.8,179.3,194.6,0.3,1.1,67.1,204.3,839,196,670.4
Bihar,1938,12.4,17,0,2.9,115.5,382.4,362.1,385.1,201.4,27.1,0.8,0,29.4,500.8,948.6,27.9,503.1
Bihar,1939,5,42.3,11.3,1.7,41.5,230.4,315,277.1,262,56.9,0,0,58.6,273.6,854.1,56.9,400.7
Bihar,1940,0.9,43.8,65.5,5,31.9,114.6,317.6,314.9,171.6,4.9,0,17.5,110.2,151.5,804.1,22.4,653
Bihar,1941,16.2,2.8,0.7,4.6,67.1,177.7,248.8,466,190.2,47.8,1.1,0,19.7,249.4,905,48.9,505.7
Bihar,1942,34.4,43.5,14.7,18.2,28.1,174.7,253.5,330.4,347.2,7,0,0.9,92.6,221,931.1,7.9,939.3
Bihar,1943,34.7,16.9,0.2,40.7,37,169.8,296,322.1,215.4,37,0,0,51.8,247.5,833.5,37,716.6
Bihar,1944,27.3,32.6,42,34.1,21.9,223.9,253.5,322.8,221.3,48.5,0.2,0.8,101.9,279.9,797.6,49.5,906.9
Bihar,1945,50.7,24,1.4,32.4,57.8,120.5,226.9,265.6,305.5,154.8,0,3.2,76.1,210.7,798,158,861.8
Bihar,1946,0,21.3,5,52.3,88.6,168.7,354.7,267.8,271.8,148.7,14.9,0,26.3,309.6,894.3,163.6,887.6
Bihar,1947,5.6,5.6,10.2,7.5,57.7,89.4,394.4,244.6,215.3,61.5,0.1,0.3,21.4,154.6,854.3,61.9,714.9
Bihar,1948,11.1,7.5,3.6,11.3,46.3,114.6,409,329.8,248.9,81,36.2,0,22.2,172.2,987.7,117.2,663.5
Bihar,1949,16.5,42.8,5.7,35.5,93.1,200.2,341.7,386.5,217.9,103.4,1.1,0,65,328.8,946.1,104.5,509.2
Bihar,1950,9.8,11.8,22.1,2.2,43.3,346.5,257,313.3,113.4,3,0.1,2.1,43.7,392,683.7,5.2,739.9
Bihar,1951,7.3,1.5,5.8,8.2,22.8,144.5,307.8,204.5,114.3,28.7,4.7,0.1,14.6,175.5,626.6,33.5,362.9
